t
98685
24151
97503
108661
108662
83959
13703
266
13702
68568
5987
13480
99260
10030
10140
98549
36087
98446
7769
12658
3488
44876
32873
25431
4173
1398
73465
101373
2483
7510
108513
104246
92252
651
484
2374
7630
81185
38804
15959
103058
24333
2896
25006
37142
3846
5654
39123
100381
105047
39100
9159
94265
5300
215
22815
215
37318
3019
36270
30795
67636
83323
64178
64410
64411
3688
222
64137
5507
104597
66022
5281
245
64556
64561
64558
94234
33976
23061
64166
239
243
242
54377
1772
31608
23754
1038
5567
64823
83981
423
93212
14645
64152
31383
64358
5253
39011
8359
8540
64828
64832
40349
46839
92581
35239
92773
1289
7223
246
39010
8359
29269
78302
108632
3436
25972
435
104095
108356
435
57860
9922
79637
107600
257
64186
363
106981
255
28291
64782
64781
19418
255
64784
59694
358
291
57860
19283
64157
108325
17633
97673
93182
19283
33510
59729
268
5534
38950
1379
108453
5758
26011
4777
27831
108448
4661
4969
99991
85339
80980
83433
257
6769
60590
68758
77135
97621
30377
43299
2085
10219
64185
64184
98683
92511
79744
104490
65105
25709
64527
13695
13698
65005
65007
65008
65006
105113
65097
36344
1768
73949
73922
70990
92109
26186
72223
8340
266
100590
25829
86511
98497
1016
65057
65053
4811
43873
32501
30457
73975
3532
102181
31203
8590
4688
19028
102862
7422
274
25585
65030
39007
64167
9469
42234
100107
5338
73034
8426
99423
76627
6190
86950
2212
32321
85416
35108
32321
82664
37691
73329
7473
53623
10774
8203
7648
97683
286
6713
288
97685
67388
303
108656
36694
9922
55576
9450
7982
74438
6316
55050
726
3323
731
108836
104501
729
108835
296
8329
8744
47658
638
74917
97559
36370
97653
78943
78062
84456
40942
15865
3201
36636
25463
26653
105635
97683
52041
33006
108965
109033
78943
37515
3435
105077
70910
1411
5209
37729
5484
9913
66206
327
888
9275
64552
39004
64554
72301
759
757
105838
69812
73833
94353
72187
67665
28824
1205
43605
109493
105559
74188
92588
73835
101708
38865
7241
98922
9917
66243
66348
69295
108862
45040
108860
108861
2953
70908
7437
101783
108723
374
13557
4844
72255
901
73611
73370
606
5607
99132
331
330
109142
64669
1552
109145
73272
38805
1552
90750
721
9737
70918
40644
101684
39335
81532
73835
2771
107251
98637
42386
94092
43841
108656
108644
13507
13498
108303
64763
13503
8008
4310
108425
108435
108426
474
108430
108429
108335
16103
96097
1594
96514
346
10597
95126
348
349
350
7700
96662
17991
10577
10299
10312
10643
18062
18261
109188
109182
9169
64404
64402
832
825
72025
4875
7946
36885
65136
92562
87532
83366
39149
72051
66062
14615
64563
101569
22540
13979
57922
72090
603
4974
99566
99829
8262
69056
64730
64732
13509
74500
86334
91623
80521
72064
42469
86284
103065
83315
36124
108714
9897
63879
4564
73327
82515
65156
74070
105422
74728
6538
5936
90938
107703
22976
91735
91425
108878
108882
94552
41507
108881
8440
92564
82325
84025
57330
13653
49252
53704
61621
36831
101036
72143
90289
92535
17567
2817
14691
50369
45522
94552
90306
90320
16726
14513
14517
16792
17219
14533
72070
98556
48886
49515
9771
99952
99663
105377
72089
108844
51928
51273
105192
5464
99561
92566
697
59847
695
78750
704
699
61027
694
86449
700
8385
92153
72258
72242
91038
98774
97550
75218
100047
14631
630
5934
68681
60895
9159
106599
8392
7631
1240
68156
10306
71408
71412
10454
10452
10444
10455
409
10290
10289
411
10442
94892
10369
53799
64838
67414
64780
65103
104059
20940
426
5646
64435
64433
64432
106655
107013
64639
64683
64682
64680
15707
80395
65895
81216
1409
64954
52248
64950
64797
64796
64795
64798
425
70965
20893
2336
428
16322
64371
64760
64762
108302
7184
64854
64622
102204
92158
64643
64644
64647
64641
100380
64371
19283
61651
64849
64749
76547
93484
4582
80685
83597
541
671
75760
38687
5697
92206
8719
103334
66307
59673
5934
105560
92328
74727
9541
6704
13642
13641
13645
74258
92207
39749
13658
13660
103830
38881
664
84492
3906
48274
5080
3817
66750
79759
13804
82476
75219
103859
80005
7470
66048
103936
77047
9212
82344
9801
98498
100383
3167
100384
76215
7909
21652
94291
64408
2344
24451
104813
29402
64233
105457
20731
94091
34279
64543
54974
9044
64602
64604
68845
16089
6343
8861
64612
97694
108306
104012
64806
64812
98303
16663
64846
64847
64146
103109
58153
60197
72072
4614
66205
81758
65443
66527
66436
57238
92322
92111
70954
84145
8660
484
26384
53894
37262
102475
17113
38822
70855
100855
108530
108526
108528
11150
75992
66952
103136
109386
70374
6519
66349
1257
100350
100350
105904
70975
58457
30182
74628
20641
25842
25837
102073
20908
64865
64870
64869
64867
66917
312
64898
64905
103763
20831
7225
1143
1614
70376
6547
65329
6690
64876
92158
101348
37591
7990
19418
7347
35764
106592
460
1231
2779
3430
104637
64881
64882
20983
26202
56779
92155
5649
25790
28602
23939
8076
105624
32207
34946
100070
77641
72012
8587
16414
76732
3537
1710
41186
100538
39922
28973
13925
72124
73290
99597
90556
4159
98879
107000
99722
105946
70925
3118
10974
103689
77674
92209
5738
8674
4016
101949
14087
58977
100445
25970
93732
26855
38262
29956
28589
50312
43880
85668
22409
47480
78300
29936
79461
52966
29937
64383
64384
14427
6803
30931
6427
33910
92159
64835
2694
9470
36167
6199
64931
108320
109127
65027
64506
1741
4968
15789
2311
8375
103302
9853
84157
77129
31835
27272
75484
547
7933
106703
108716
7388
5391
82435
64478
34717
99340
81739
107141
16570
38821
15713
15610
74307
73533
45462
39694
40445
70926
97379
97822
559
101926
97723
102177
13645
4210
76336
108862
34461
10156
34461
29509
90803
67620
34461
58222
80622
35343
75068
22117
9993
99255
6502
25641
92112
762
76069
90302
90304
67015
92182
66365
98957
8352
14795
67831
103082
66359
68928
66392
67334
73232
70412
76284
82453
84697
98666
105867
72186
8294
16320
98956
99538
66679
81264
2792
80872
74315
14515
98492
2410
72012
90321
106693
74188
94353
7047
82532
30111
28181
99104
72276
99626
106367
92530
101084
26109
80658
7317
15443
7584
99302
8294
82510
31124
45866
40031
23315
38767
99341
33212
8254
40261
3358
82217
101211
2338
2277
77860
69959
38977
692
6207
13647
13644
87443
23266
23315
98486
614
97546
102263
23315
100507
7239
43559
9641
37779
618
40751
9980
21907
107100
97512
37779
98611
98386
103529
7994
64790
8738
80218
13628
75695
623
81980
104801
82217
13624
107246
34944
13625
25568
36153
9456
38985
94550
70988
64933
97674
859
633
91990
14260
32243
23541
30318
23653
23082
67529
65746
99956
92575
70996
65005
77512
2506
72294
4510
69966
98912
2962
28904
97419
23034
25638
102838
676
64628
104848
10180
8045
72020
99093
74910
9813
74611
84920
8449
90826
666
2957
2913
92210
6844
90717
25137
109139
59999
109355
99650
26616
98421
22896
1162
105779
35652
8668
82213
69835
64589
1373
64436
4336
75080
38809
65573
38784
38782
8319
8371
1413
2668
92400
49545
7510
100638
13202
38791
38849
73770
7102
13432
27218
76084
64443
27960
101208
3410
39140
64585
1627
103451
4873
27642
43689
27357
37114
8478
105998
2175
70968
102957
7619
7619
52749
31228
689
689
692
43667
693
61776
690
60885
57590
59590
106194
694
60488
698
107256
703
55969
709
717
711
99468
45648
74614
709
712
711
712
711
719
715
714
713
70258
716
898
719
15045
2173
48267
92276
25528
83058
726
54785
9737
21793
92560
65424
69206
9737
734
741
738
735
737
736
92560
739
898
746
92140
92140
747
752
72328
72328
749
72328
3414
99096
755
72328
755
5681
76789
80136
49082
45442
12954
80136
758
45907
30729
46101
761
76818
13488
22219
105971
85746
766
71836
27224
769
54437
771
768
770
772
98180
898
94072
62806
51498
777
78901
21474
781
796
9427
783
790
788
792
29286
67894
789
799
78901
24408
109348
801
802
9427
9427
71134
73447
80228
802
798
69439
812
800
808
803
813
808
47491
812
815
812
815
1715
65786
815
813
815
64959
70007
815
109184
819
78901
77297
820
83294
842
21474
830
98982
35184
17632
98758
107016
98982
72025
835
71811
836
853
836
98982
836
4381
845
106537
23169
71705
23755
844
846
843
843
846
106537
856
845
857
40118
103609
853
854
103609
851
851
852
853
23745
52635
4381
4381
87365
72025
9787
863
31758
97674
864
887
9787
867
77860
873
870
870
876
871
873
872
874
894
898
862
107192
878
9787
902
92588
109493
99052
2092
890
893
889
890
893
38818
99757
899
899
899
899
103618
56047
109183
73611
105385
72280
46206
35747
92660
25821
31440
14645
72499
2422
13165
78838
908
909
910
911
912
913
13800
13800
13800
917
13800
33804
92595
88906
88914
88922
13715
13740
924
925
926
927
928
929
930
931
2037
72782
924
4414
72866
72899
46074
90615
16288
39767
25146
28661
73146
64471
4884
28103
22857
41792
37180
5026
1688
94404
62697
24652
25905
28163
1970
8563
41336
27678
36196
82554
15606
6140
56212
33130
55786
4656
92732
44420
55164
50002
97203
89941
107751
90279
985
5656
6373
28542
106643
93231
7298
63492
26998
48703
26706
30848
108405
108400
10854
53799
13693
8454
33557
106674
24990
25459
10020
25025
8479
6114
76266
106577
59557
1103
93071
25502
28853
3813
4182
81404
7609
24636
40609
67941
98334
53660
23544
38492
33984
109457
42658
101935
107833
73320
81350
14663
97314
74297
9130
22259
66313
96687
72279
98934
99133
107985
80855
77437
2592
1255
9332
48841
107268
7056
29880
23257
68968
15218
100473
4387
22131
37692
48851
103151
51400
49095
53269
31790
2055
1500
45767
12667
2043
26242
23567
19948
31863
93485
34006
68703
37729
92211
5947
100514
36745
52154
20675
106579
42023
39076
9392
22131
44167
60282
22294
22233
20108
92699
101221
89907
5088
103507
68567
50369
73617
8064
8435
106079
99564
38381
94330
76720
94501
14027
54065
81185
5484
56786
17592
17520
65203
28475
26933
32797
104789
25933
91625
79514
56484
3732
15062
64387
64386
3726
43373
11500
11730
27941
31235
16744
16409
16408
16769
92169
77460
98883
2840
74032
98328
6349
96071
58063
76227
73542
33169
30646
22090
94271
22888
40109
108927
25092
74693
76744
109362
46676
90323
14283
39011
64556
7398
98017
78469
74389
97255
20321
43536
29054
54611
9036
72913
32698
5429
3521
104522
22224
27311
14384
25490
65193
2472
103957
13845
17700
36167
2118
109117
5025
18477
5519
22489
5475
4858
15881
67652
25002
75844
46797
62594
14239
32758
13828
70451
37595
4556
1733
105233
27925
7301
102082
100333
102575
53937
50534
82022
23197
79071
22768
39607
64915
98306
64911
92320
109092
109093
40187
2681
56913
52385
74855
74494
88118
4835
94458
11710
26801
7147
22476
6012
4638
79758
64747
74367
9548
6762
25239
85793
35767
3080
26757
74506
14601
101107
4858
90483
107342
8365
1257
38721
23900
74868
48519
3245
92614
22609
9589
26885
46933
13956
65491
34765
14319
72980
58053
6897
7609
3991
5442
48807
9213
17400
72439
34879
35745
15623
39027
2711
9807
14370
23070
77903
98703
40329
39211
50032
13397
73128
42071
49796
46171
6248
32465
7935
101778
45026
1829
13701
48901
105224
2980
8005
7329
49752
56013
3190
94342
19776
14747
14147
5839
14161
4105
19619
27233
73535
36383
22833
42234
28655
30637
18817
65443
72092
3625
7410
103063
13844
8739
73089
92375
48697
35557
24120
32341
21997
25036
29919
3699
5123
65633
76836
26232
7073
38687
105797
7571
8268
20787
74651
8771
75047
4935
13319
48305
18798
41156
43503
19546
97044
21209
19570
60200
5736
1306
5374
54891
70052
69237
5063
72053
92212
2362
41694
17053
99881
10980
72377
68900
105911
4990
66791
9872
60948
60377
48624
18635
105665
92319
3035
65374
66342
67422
28364
44855
3882
78200
79265
104893
93759
14050
94317
45713
84089
14126
6236
8412
9246
23804
31964
35936
52661
9728
83098
21935
48476
7318
47627
67535
68379
30805
84157
35809
5076
77745
5776
4826
13605
36533
22572
28815
52739
40676
2935
2532
25970
4773
57679
92158
67350
11649
39532
78727
94258
2535
4574
45596
93721
41204
64758
1432
12593
36843
25378
94409
19710
19231
7534
2120
108404
90118
12209
65038
9233
20236
39691
6804
75016
41326
9558
9958
45790
8976
11358
11362
57941
11866
82434
100526
77132
3322
24048
19437
27940
107872
3434
26390
20025
9775
26474
4895
73933
7921
3133
5142
34269
1206
79290
100444
86609
70375
92296
65547
30326
65316
39226
13941
56054
2262
6250
98835
41164
53615
46504
45611
7610
34363
25644
14705
5538
8330
7585
28587
65100
64944
65076
43566
5640
75820
108833
5517
5246
29695
12689
59142
75608
40613
41265
41863
41266
51608
14478
7085
91950
40283
26992
93039
1910
59249
19215
19560
34597
98604
6995
8401
103662
84122
106613
106058
16127
72206
104340
102353
7048
4344
33633
105028
4489
47516
1918
18681
29734
33013
3104
65022
92183
14777
13613
54518
89697
1275
8376
6026
5306
22858
68283
73893
22354
2612
20349
22222
93155
26292
2804
107030
39785
103607
92148
9751
72078
41499
21586
6249
75602
80601
73434
4329
73512
92636
3659
58323
73582
56481
36409
5958
64420
74139
10810
32663
42790
75995
6589
56658
26103
30995
12041
106110
23539
69422
92217
85089
102515
104396
79785
3229
28179
6842
20312
89912
19375
18807
3087
5280
3549
26786
3713
81405
14076
107724
30942
7118
8714
31969
20257
65846
104556
26997
7002
100479
26521
24143
59290
29924
107594
54661
26312
27691
20657
105026
105264
15840
45745
41494
52584
51528
76681
33913
11124
74193
41514
9678
78967
4284
73336
76046
18368
18438
23302
78540
52006
43678
41540
63273
6049
6147
26355
28831
2051
9863
19871
7983
101505
45519
102184
78832
55156
40028
44032
42046
26676
21767
22379
74934
78868
30757
22133
33360
20934
9342
47827
75439
1488
4522
60305
51130
59458
10222
3685
34434
28526
26282
27004
23287
2229
26875
7241
53785
30483
2251
27018
3642
69209
106177
25166
11475
9758
43186
29225
5694
74261
41393
48815
31512
24122
7219
27621
23225
2968
4947
74026
8638
109635
54315
107779
87048
57711
1361
4466
3980
38748
66817
20042
10069
59995
7339
2572
94256
12271
40959
5840
39501
44916
77358
107198
8469
17371
17220
17213
65206
16557
73499
46715
54532
50286
92803
45356
75480
3622
9273
38627
46032
43025
9288
42245
56529
6223
73562
101547
31351
22770
94548
1358
72979
18701
9877
2428
47693
4841
3851
6389
94220
4268
5142
35192
45619
28988
34089
30453
18578
20519
1899
54822
64684
2885
85766
76272
3099
7008
9067
2317
3428
28848
31101
34003
38762
49878
5674
34838
32067
8382
26687
31084
100904
77905
9399
95568
105377
52363
28556
48000
42669
43345
43810
1769
12766
72779
19494
27159
10011
15699
4663
102250
6607
54879
82628
4407
81112
39341
101399
23441
22443
101611
8386
40812
14927
4969
108454
106620
11710
34938
38815
6166
101639
31343
6306
81154
23766
43449
6793
23179
54530
29477
2142
10750
32547
19708
9361
14871
35441
4762
81683
4229
9195
50024
51312
35311
75318
73094
59179
72787
32636
8839
7371
88544
88440
88616
91062
7333
39115
106351
103004
2169
99199
92515
94102
10201
1525
66600
102724
66603
4508
6799
35634
73055
2710
39003
45542
26541
74891
65819
8058
74393
6437
20893
48697
101337
103256
3207
9389
72008
7817
28146
73481
66219
66443
74177
74404
38838
78336
101692
78900
1676
44580
70261
69100
18804
36080
73105
46592
77737
5397
27212
35511
74469
104211
100985
40460
103731
2056
4685
22115
24835
33465
7187
87623
98828
1723
44417
29750
45596
5346
48138
5433
25489
9356
82260
3672
39438
90952
92735
39550
69276
32127
73225
4349
9947
20738
54833
47453
77977
92219
9864
78496
74629
49654
12033
10760
9766
7912
2378
18489
4516
100896
3416
106322
5034
22903
104652
21029
46150
108015
47393
6522
6476
18593
7370
20109
37834
100911
101185
8896
32843
31374
17805
43310
12461
60352
45109
19742
8791
46933
103017
8583
59757
30299
7985
28683
75512
97170
109163
4208
27950
19714
33467
27245
25327
29314
25835
93106
72192
67153
25767
31605
83136
9478
90483
35925
9533
98416
107063
93875
64804
3411
51198
51207
92350
8601
6083
6344
74541
1836
23965
3859
2367
56460
5210
54223
43133
19432
98549
13207
23053
55793
46742
57951
54921
20428
29539
38601
37672
37703
94004
44288
68165
80782
71685
55481
5569
13148
41948
41456
49065
49539
21342
17137
57489
75998
11006
45719
5316
52969
73468
73651
3398
83360
39340
81748
65812
100454
21720
20250
53058
22662
36064
53372
17477
30365
73125
9594
5257
31715
8693
19518
45524
46885
19391
101616
9091
73801
93415
3802
46479
73743
72910
4367
72865
106510
4742
42552
39331
73128
62294
74618
106700
90614
88494
5617
5558
7360
84704
3936
2227
57266
9606
1749
5186
24457
108000
24132
38391
24049
73971
62650
7740
5676
9507
81738
64850
52845
74612
74468
88826
88828
93162
78066
4546
2557
39195
6947
76141
9283
39687
99755
94410
75294
4706
6364
40471
39839
20028
57069
95880
40444
5481
5575
4845
64132
100950
3217
6737
53967
9023
25219
75080
15588
43250
30804
6161
76643
8852
99231
76184
65309
2114
8968
32646
64588
92121
104424
102960
109572
22336
99415
100600
78769
83257
21577
75987
83756
86720
44550
45740
39267
7282
28859
9199
46329
43549
10081
19105
21607
81665
19355
47732
6733
10167
94505
5236
19323
10803
3933
4991
46415
40903
21296
29755
3232
107868
18724
19579
33188
27123
11480
10028
15074
6011
57569
30439
42569
5233
91500
64495
4199
9128
94258
76987
72055
6063
74297
5997
99007
9905
35518
53714
7135
19581
4881
38055
64894
64895
87410
100781
3061
72259
103229
6182
28107
9307
32338
33087
2595
32823
20531
2822
7524
42731
1779
29800
48310
60388
9292
14571
4361
99365
2401
5388
99197
3275
99113
11620
52415
39307
41496
46127
39841
41987
40527
41740
102996
32719
75532
7430
104724
13125
6085
14819
4833
18822
44516
9410
43615
20448
59830
59775
59776
8170
20717
35522
6714
100625
29631
32695
36599
3213
6755
69623
92951
3673
2918
44577
2785
4264
27017
23172
12593
73089
27916
32490
22296
7115
7529
49780
55142
71968
9109
74289
95148
96738
10692
6360
8999
31303
9890
104131
90700
30987
33952
6337
11451
67113
19633
33359
33720
4787
9847
8601
99664
91709
101521
101545
100497
59191
4636
25911
43990
101079
13776
13778
43954
56003
43228
77570
42358
41487
92373
7597
5876
40365
12916
24129
102221
3555
5811
8459
91584
94354
76540
72278
61283
57535
3493
60284
103444
89339
4962
38005
83097
78455
63955
12502
74297
6064
19198
36584
14960
7407
76107
98042
36175
27204
21874
31799
107487
32976
30633
45053
59398
84539
94747
78411
64709
3039
15307
64702
107258
9223
98922
37581
5246
9387
9202
5675
23616
55166
7249
2316
7328
64333
2920
3985
92161
8196
4080
4327
23240
41106
14859
4720
74078
14115
12117
51141
6033
28369
90220
12476
74238
77304
43931
9122
8889
19681
52020
42618
61016
29734
38992
73285
20350
56156
55077
14970
103153
66578
8795
73174
6797
76096
65000
6858
65004
36514
11522
36484
11523
4149
23086
55247
26342
13883
56749
39978
109503
10049
5984
13416
107565
11898
73065
50216
3331
29362
8235
2081
1924
104548
2289
55934
13354
8643
7394
28780
101632
35024
21551
12588
32333
38310
27548
6826
68249
53321
53322
84287
92611
24732
73455
20825
30687
87631
70283
53695
44135
18953
49880
24214
34100
73724
72328
2723
46447
77874
65281
55969
72221
101019
4462
101688
57136
51546
84076
51871
103870
103284
103816
25906
82336
4642
102798
5950
107584
77883
13915
71006
19341
8579
27048
6300
6894
73952
5496
5958
42536
67374
7659
13815
9265
18656
57952
106505
97609
33575
20559
43935
68508
71994
9485
102452
30517
30044
48364
48829
77545
22868
52995
25823
10491
84316
69550
4454
15016
50409
39509
14661
7425
45052
39723
23642
23970
40769
87049
24489
109318
5872
58888
6326
102933
3567
33044
25110
76510
3060
2815
2225
2394
72974
89713
5428
2879
37138
93189
31749
9256
1869
30257
23759
3730
9398
1771
42938
4025
46621
7143
8382
78306
81710
9067
5844
6840
9711
108417
99657
94198
104217
20069
9014
23863
19828
23116
75381
77091
81838
84886
65739
23398
7051
101090
46277
47329
94310
34112
6467
4671
7683
59589
21841
5862
64976
13938
72126
39140
13694
19168
3342
29109
32287
26360
9672
105938
8576
37480
30338
53385
27058
8991
107847
55135
3635
100806
4114
37719
30116
1816
2197
13002
53937
79430
94518
4815
35826
6791
25179
21315
25815
70955
92317
70168
104591
70966
13452
5304
24565
7559
55511
68875
24843
27830
31807
28636
27009
24333
52057
52495
8178
40468
56857
6081
94309
75212
4908
6774
90914
16685
17217
85548
9122
77949
73531
66994
7187
92708
27368
20352
6488
2274
59140
39702
13459
69817
65275
3990
67740
97629
49120
26097
40881
9744
9529
44428
8825
6529
2075
38795
3522
14112
47498
15513
56677
12908
5682
9461
29787
29179
73927
84745
77992
105281
92509
101566
67145
82198
9135
99092
73196
27074
67503
5591
43360
72203
106738
14642
109371
7597
72946
8122
56866
6071
19592
3963
5511
6224
3309
9188
7198
67318
73489
30443
66186
72940
72846
92329
100655
74460
68118
7559
64819
64817
8869
7133
40970
6118
43890
82020
92220
25100
103465
11756
47044
79696
102462
20892
36701
49057
91137
92221
68626
23935
5448
57058
5875
73344
15831
103534
41683
74582
50135
48180
63550
51324
88600
74813
31418
47822
94118
10039
17758
17761
25949
83467
19764
6739
93176
3370
64356
64140
2005
1868
7691
47726
74798
6188
27751
65638
10242
38478
108018
41360
50080
3975
42584
5893
58315
22951
79559
89729
18664
5323
43914
97371
102723
41179
27528
24655
19376
32496
7606
25734
73146
72815
20585
63887
4704
44886
3074
3640
61778
55334
28333
9595
6524
38064
32160
9519
31033
29302
23233
36535
53194
8776
23651
31204
75283
65083
105818
20907
35612
49351
49874
38925
106777
39955
83518
55930
36049
45149
46934
33649
101221
90141
2663
9125
49439
40049
70922
57203
2024
7204
72373
42482
99159
7792
23655
33344
36463
7938
25742
54595
58870
72389
37700
59147
37681
51012
7149
64600
36774
30258
3904
3637
8006
105171
70812
64582
101555
94291
59940
21509
3737
7661
7673
78243
30012
22169
25424
40406
90029
27117
20363
2442
11800
45730
74515
73760
58422
44902
8716
9321
31984
38468
26919
79216
73103
51456
2274
8266
70084
66813
6679
99621
25406
46280
23145
7205
66756
33865
103899
37722
55178
7390
32671
37432
35230
29749
23044
34351
22624
4777
77975
72035
3019
92583
77845
6785
108560
85712
7726
73625
6801
39065
98308
64945
92371
1948
55226
39557
73253
102343
73506
66746
8564
99155
103357
26845
32318
26341
39064
8470
4495
6612
108611
75539
57699
18568
25833
29375
83086
73777
65599
13837
74260
100802
89802
70950
7983
47877
86175
6541
26541
12979
1232
36264
32867
89700
90263
4562
14336
14333
57247
100836
108395
76986
87606
83285
102617
102346
83837
4692
6617
66219
100456
12123
46540
11418
31418
21821
25408
34083
27525
44914
47249
38756
5030
25275
3562
41000
9027
24199
64590
64591
64595
38044
73700
78817
29701
57931
48460
8286
107626
98680
8741
5000
40780
4683
9611
30027
11604
73351
11401
64775
64774
18865
19499
92543
9981
34216
7782
87565
36878
3035
3284
64070
26467
105472
29713
22821
52628
22561
29418
79327
7831
31942
107292
29409
70953
18717
41693
93179
3984
26454
41720
67883
68736
69749
103334
2653
102396
63174
107826
108006
50364
2246
11812
44965
89873
72223
39220
103176
41608
40483
68797
5900
100647
38772
95331
34483
7360
70974
73490
66520
5656
68416
2873
4585
2061
42332
108888
31223
6302
2192
105125
9346
101362
41202
92823
52000
93165
43460
4216
6658
104268
7471
85089
47858
102805
70287
69331
20270
40672
50111
4854
8341
17578
99087
26541
28034
9115
62880
8306
70779
98236
23838
8470
37394
8066
106209
5973
102941
101728
31235
55772
47928
24202
47929
25606
5740
40684
11446
76221
21103
33409
30613
25817
25914
7244
7893
3306
7340
7090
94087
70971
8580
106688
103352
9027
64487
107916
52635
24554
8727
41534
39979
41982
41981
42025
45900
41148
6282
29836
30766
107392
37818
8578
13615
34837
83192
98057
4765
108299
7579
24988
26460
78091
75594
33623
76134
9100
8643
14819
41607
46957
8325
25888
46229
30248
28190
31601
49240
94120
22201
60747
35618
8242
102560
30094
26570
105357
23202
82931
41314
21131
72725
98692
5524
63095
93502
4134
105050
29214
56860
49321
80490
32535
9132
22084
2236
41759
79122
56821
11387
59466
31493
65599
49408
105880
35675
47722
27898
42540
55589
75901
42380
41710
12103
48186
4307
62734
7694
64993
92192
45088
78178
7182
22375
82507
22402
22333
6558
35402
21077
15664
54732
76235
74406
72251
9214
5629
43732
66330
28334
64370
30186
37226
5381
13111
73142
52101
43421
64525
65683
19336
46505
44114
47361
47362
83181
8101
6446
7641
3581
72387
28259
106082
66936
105060
27747
34621
18975
32124
109113
106773
46845
39936
30116
44663
26863
29400
4766
6373
107185
5615
70908
7701
3415
60159
19759
22715
2521
100745
101635
94441
13071
26044
14808
7275
16725
68083
5798
31311
109146
92312
54138
98328
94121
7975
22860
22907
7455
17451
2458
26315
25961
40823
25379
32120
34282
8823
25602
7566
92124
109140
35101
46060
6541
28705
100624
18720
67611
35851
3551
73172
49759
37704
49632
3600
90173
54313
24246
21884
64259
88685
8356
4174
5380
74694
92363
42009
37798
20364
51133
15871
19164
7334
4104
18836
2443
3689
34355
32880
48474
2658
13391
107704
57151
3023
72953
10009
25170
100831
105677
5898
54599
76307
17810
74266
87561
63576
84795
73095
73096
52638
8190
67612
58576
34390
33827
48256
9534
41482
7854
15869
93729
13693
49495
64232
40581
93177
76860
102698
23260
29488
20318
26114
72353
29821
73678
87282
40762
16672
91702
91706
97648
16878
74179
106212
106877
2616
14671
3262
5058
72296
8521
99605
7802
107303
72185
12039
6737
2477
48074
20796
72822
72943
50827
12915
105235
3853
50557
6336
40576
9835
92291
100796
66491
66398
10037
80576
94443
52018
27023
78841
99437
66864
36620
47279
106385
18951
28831
28900
25663
33153
43333
40979
31058
42729
7661
60666
63767
7760
3869
8578
38729
8101
3350
31672
37059
37235
22657
104407
